game_id,side,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20131302a,a,1302,2013,South,First Round,8,2013 North Carolina,9,2013 Villanova,78,71,7,149,1
20131303a,a,1303,2013,South,First Round,5,2013 VCU,12,2013 Akron,88,42,46,130,1
20131304a,a,1304,2013,South,First Round,4,2013 Michigan,13,2013 South Dakota St.,71,56,15,127,1
20131305a,a,1305,2013,South,First Round,6,2013 UCLA,11,2013 Minnesota,63,83,-20,146,0
20131306a,a,1306,2013,South,First Round,3,2013 Florida,14,2013 Northwestern St.,79,47,32,126,1
20131307a,a,1307,2013,South,First Round,7,2013 San Diego St.,10,2013 Oklahoma,70,55,15,125,1
20131308a,a,1308,2013,South,First Round,2,2013 Georgetown,15,2013 Florida Gulf Coast,68,78,-10,146,0
20131401a,a,1401,2013,East,First Round,1,2013 Indiana,16,2013 James Madison,83,62,21,145,1
20131402a,a,1402,2013,East,First Round,8,2013 NC St.,9,2013 Temple,72,76,-4,148,0
20131403a,a,1403,2013,East,First Round,5,2013 UNLV,12,2013 California,61,64,-3,125,0
20131404a,a,1404,2013,East,First Round,4,2013 Syracuse,13,2013 Montana,81,34,47,115,1
20131405a,a,1405,2013,East,First Round,6,2013 Butler,11,2013 Bucknell,68,56,12,124,1
20131406a,a,1406,2013,East,First Round,3,2013 Marquette,14,2013 Davidson,61,64,-3,125,0
20131407a,a,1407,2013,East,First Round,7,2013 Illinois,10,2013 Colorado,57,49,8,106,1
20131408a,a,1408,2013,East,First Round,2,2013 Miami FL,15,2013 Pacific,72,76,-4,148,0
20132109a,a,2109,2013,Midwest,Second Round,1,2013 Louisville,8,2013 Colorado St.,82,56,26,138,1
20132110a,a,2110,2013,Midwest,Second Round,12,2013 Oregon,4,2013 Saint Louis,74,57,17,131,1
20132111a,a,2111,2013,Midwest,Second Round,6,2013 Memphis,3,2013 Michigan St.,48,70,-22,118,0
20132112a,a,2112,2013,Midwest,Second Round,7,2013 Creighton,2,2013 Duke,50,66,-16,116,0
20132209a,a,2209,2013,West,Second Round,1,2013 Gonzaga,9,2013 Wichita St.,70,76,-6,146,0
20132210a,a,2210,2013,West,Second Round,12,2013 Mississippi,13,2013 La Salle,74,76,-2,150,0
20132211a,a,2211,2013,West,Second Round,6,2013 Arizona,14,2013 Harvard,74,51,23,125,1
20132212a,a,2212,2013,West,Second Round,10,2013 Iowa St.,2,2013 Ohio St.,75,78,-3,153,0
20132309a,a,2309,2013,South,Second Round,1,2013 Kansas,8,2013 North Carolina,70,58,12,128,1
20132310a,a,2310,2013,South,Second Round,5,2013 VCU,4,2013 Michigan,53,78,-25,131,0
20132311a,a,2311,2013,South,Second Round,11,2013 Minnesota,3,2013 Florida,64,78,-14,142,0
20132312a,a,2312,2013,South,Second Round,7,2013 San Diego St.,15,2013 Florida Gulf Coast,71,81,-10,152,0
20132409a,a,2409,2013,East,Second Round,1,2013 Indiana,9,2013 Temple,58,52,6,110,1
20132410a,a,2410,2013,East,Second Round,12,2013 California,4,2013 Syracuse,60,66,-6,126,0
20132411a,a,2411,2013,East,Second Round,6,2013 Butler,3,2013 Marquette,72,74,-2,146,0
20132412a,a,2412,2013,East,Second Round,7,2013 Illinois,2,2013 Miami FL,59,63,-4,122,0
20133113a,a,3113,2013,Midwest,Sweet 16,1,2013 Louisville,12,2013 Oregon,77,69,8,146,1
20133113a,a,3113,2013,Midwest,Sweet 16,3,2013 Michigan St.,2,2013 Duke,61,71,-10,132,0
20133213a,a,3213,2013,West,Sweet 16,9,2013 Wichita St.,13,2013 La Salle,72,58,14,130,1
20133214a,a,3214,2013,West,Sweet 16,6,2013 Arizona,2,2013 Ohio St.,70,73,-3,143,0
20133313a,a,3313,2013,South,Sweet 16,1,2013 Kansas,4,2013 Michigan,85,87,-2,172,0
20133314a,a,3314,2013,South,Sweet 16,3,2013 Florida,15,2013 Florida Gulf Coast,62,50,12,112,1
20133413a,a,3413,2013,East,Sweet 16,1,2013 Indiana,4,2013 Syracuse,50,61,-11,111,0
20133414a,a,3414,2013,East,Sweet 16,3,2013 Marquette,2,2013 Miami FL,71,61,10,132,1
20134115a,a,4115,2013,Midwest,Elite Eight,1,2013 Louisville,2,2013 Duke,85,63,22,148,1
20134215a,a,4215,2013,West,Elite Eight,9,2013 Wichita St.,2,2013 Ohio St.,70,66,4,136,1
20134315a,a,4315,2013,South,Elite Eight,4,2013 Michigan,3,2013 Florida,79,59,20,138,1
20134415a,a,4415,2013,East,Elite Eight,4,2013 Syracuse,3,2013 Marquette,55,39,16,94,1
20135516a,a,5516,2013,Final Four,Final Four,1,2013 Louisville,9,2013 Wichita St.,72,68,4,140,1
20135517a,a,5517,2013,Final Four,Final Four,4,2013 Michigan,4,2013 Syracuse,61,56,5,117,1
20135618a,a,5618,2013,Final Four,Championship,1,2013 Louisville,4,2013 Michigan,82,76,6,158,1
20141101a,a,1101,2014,South,First Round,1,2014 Florida,16,2014 Albany,67,55,12,122,1
20141102a,a,1102,2014,South,First Round,8,2014 Colorado,9,2014 Pittsburgh,48,77,-29,125,0
20141103a,a,1103,2014,South,First Round,5,2014 VCU,12,2014 Stephen F. Austin,75,77,-2,152,0
20141104a,a,1104,2014,South,First Round,4,2014 UCLA,13,2014 Tulsa,76,59,17,135,1
20141105a,a,1105,2014,South,First Round,6,2014 Ohio St.,11,2014 Dayton,59,60,-1,119,0
20141106a,a,1106,2014,South,First Round,3,2014 Syracuse,14,2014 Western Michigan,77,53,24,130,1
20141107a,a,1107,2014,South,First Round,7,2014 New Mexico,10,2014 Stanford,53,58,-5,111,0
20141108a,a,1108,2014,South,First Round,2,2014 Kansas,15,2014 Eastern Kentucky,80,69,11,149,1
20141201a,a,1201,2014,East,First Round,1,2014 Virginia,16,2014 Coastal Carolina,70,59,11,129,1
20141202a,a,1202,2014,East,First Round,8,2014 Memphis,9,2014 George Washington,71,66,5,137,1
20141203a,a,1203,2014,East,First Round,5,2014 Cincinnati,12,2014 Harvard,57,61,-4,118,0
20141204a,a,1204,2014,East,First Round,4,2014 Michigan St.,13,2014 Delaware,93,78,15,171,1
20141205a,a,1205,2014,East,First Round,6,2014 North Carolina,11,2014 Providence,79,77,2,156,1
20141206a,a,1206,2014,East,First Round,3,2014 Iowa St.,14,2014 North Carolina Central,93,75,18,168,1
20141207a,a,1207,2014,East,First Round,7,2014 Connecticut,10,2014 Saint Joseph's,89,81,8,170,1
20141208a,a,1208,2014,East,First Round,2,2014 Villanova,15,2014 Milwaukee,73,53,20,126,1
20141301a,a,1301,2014,West,First Round,1,2014 Arizona,16,2014 Weber St.,68,59,9,127,1
20141302a,a,1302,2014,West,First Round,8,2014 Gonzaga,9,2014 Oklahoma St.,85,77,8,162,1
20141303a,a,1303,2014,West,First Round,5,2014 Oklahoma,12,2014 North Dakota St.,75,80,-5,155,0
20141304a,a,1304,2014,West,First Round,4,2014 San Diego St.,13,2014 New Mexico St.,73,69,4,142,1
20141305a,a,1305,2014,West,First Round,6,2014 Baylor,11,2014 Nebraska,74,60,14,134,1
20141306a,a,1306,2014,West,First Round,3,2014 Creighton,14,2014 Louisiana,76,66,10,142,1
20141307a,a,1307,2014,West,First Round,7,2014 Oregon,10,2014 BYU,87,68,19,155,1
20141308a,a,1308,2014,West,First Round,2,2014 Wisconsin,15,2014 American,75,35,40,110,1
20141401a,a,1401,2014,Midwest,First Round,1,2014 Wichita St.,16,2014 Cal Poly,64,37,27,101,1
20141402a,a,1402,2014,Midwest,First Round,8,2014 Kentucky,9,2014 Kansas St.,56,49,7,105,1
20141403a,a,1403,2014,Midwest,First Round,5,2014 Saint Louis,12,2014 NC St.,83,80,3,163,1
20141404a,a,1404,2014,Midwest,First Round,4,2014 Louisville,13,2014 Manhattan,71,64,7,135,1
20141405a,a,1405,2014,Midwest,First Round,6,2014 Massachusetts,11,2014 Tennessee,67,86,-19,153,0
20141406a,a,1406,2014,Midwest,First Round,3,2014 Duke,14,2014 Mercer,71,78,-7,149,0
20141407a,a,1407,2014,Midwest,First Round,7,2014 Texas,10,2014 Arizona St.,87,85,2,172,1
20141408a,a,1408,2014,Midwest,First Round,2,2014 Michigan,15,2014 Wofford,57,40,17,97,1
20142109a,a,2109,2014,South,Second Round,1,2014 Florida,9,2014 Pittsburgh,61,45,16,106,1
20142110a,a,2110,2014,South,Second Round,12,2014 Stephen F. Austin,4,2014 UCLA,60,77,-17,137,0
20142111a,a,2111,2014,South,Second Round,11,2014 Dayton,3,2014 Syracuse,55,53,2,108,1
20142112a,a,2112,2014,South,Second Round,10,2014 Stanford,2,2014 Kansas,60,57,3,117,1
20142209a,a,2209,2014,East,Second Round,1,2014 Virginia,8,2014 Memphis,78,60,18,138,1
20142210a,a,2210,2014,East,Second Round,12,2014 Harvard,4,2014 Michigan St.,73,80,-7,153,0
20142211a,a,2211,2014,East,Second Round,6,2014 North Carolina,3,2014 Iowa St.,83,85,-2,168,0
20142212a,a,2212,2014,East,Second Round,7,2014 Connecticut,2,2014 Villanova,77,65,12,142,1
20142309a,a,2309,2014,West,Second Round,1,2014 Arizona,8,2014 Gonzaga,84,61,23,145,1
20142310a,a,2310,2014,West,Second Round,12,2014 North Dakota St.,4,2014 San Diego St.,44,63,-19,107,0
20142311a,a,2311,2014,West,Second Round,6,2014 Baylor,3,2014 Creighton,85,55,30,140,1
20142312a,a,2312,2014,West,Second Round,7,2014 Oregon,2,2014 Wisconsin,77,85,-8,162,0
20142409a,a,2409,2014,Midwest,Second Round,1,2014 Wichita St.,8,2014 Kentucky,76,78,-2,154,0
20142410a,a,2410,2014,Midwest,Second Round,5,2014 Saint Louis,4,2014 Louisville,51,66,-15,117,0
20142411a,a,2411,2014,Midwest,Second Round,11,2014 Tennessee,14,2014 Mercer,83,63,20,146,1
20142412a,a,2412,2014,Midwest,Second Round,7,2014 Texas,2,2014 Michigan,65,79,-14,144,0
20143113a,a,3113,2014,South,Sweet 16,1,2014 Florida,4,2014 UCLA,79,68,11,147,1
20143113a,a,3113,2014,South,Sweet 16,11,2014 Dayton,10,2014 Stanford,82,72,10,154,1
20143213a,a,3213,2014,East,Sweet 16,1,2014 Virginia,4,2014 Michigan St.,59,61,-2,120,0
20143214a,a,3214,2014,East,Sweet 16,3,2014 Iowa St.,7,2014 Connecticut,76,81,-5,157,0
20143313a,a,3313,2014,West,Sweet 16,1,2014 Arizona,4,2014 San Diego St.,70,64,6,134,1
20143314a,a,3314,2014,West,Sweet 16,6,2014 Baylor,2,2014 Wisconsin,52,69,-17,121,0
20143413a,a,3413,2014,Midwest,Sweet 16,8,2014 Kentucky,4,2014 Louisville,74,69,5,143,1
20143414a,a,3414,2014,Midwest,Sweet 16,11,2014 Tennessee,2,2014 Michigan,71,73,-2,144,0
20144115a,a,4115,2014,South,Elite Eight,1,2014 Florida,11,2014 Dayton,62,52,10,114,1
20144215a,a,4215,2014,East,Elite Eight,4,2014 Michigan St.,7,2014 Connecticut,54,60,-6,114,0
20144315a,a,4315,2014,West,Elite Eight,1,2014 Arizona,2,2014 Wisconsin,63,64,-1,127,0
20144415a,a,4415,2014,Midwest,Elite Eight,8,2014 Kentucky,2,2014 Michigan,75,72,3,147,1
20145516a,a,5516,2014,Final Four,Final Four,8,2014 Kentucky,2,2014 Wisconsin,74,73,1,147,1
20145517a,a,5517,2014,Final Four,Final Four,7,2014 Connecticut,1,2014 Florida,63,53,10,116,1
20145618a,a,5618,2014,Final Four,Championship,8,2014 Kentucky,7,2014 Connecticut,54,60,-6,114,0
20151101a,a,1101,2015,Midwest,First Round,1,2015 Kentucky,16,2015 Hampton,79,56,23,135,1
20151102a,a,1102,2015,Midwest,First Round,8,2015 Cincinnati,9,2015 Purdue,66,65,1,131,1
20151103a,a,1103,2015,Midwest,First Round,5,2015 West Virginia,12,2015 Buffalo,68,62,6,130,1
20151104a,a,1104,2015,Midwest,First Round,4,2015 Maryland,13,2015 Valparaiso,65,62,3,127,1
20151105a,a,1105,2015,Midwest,First Round,6,2015 Butler,11,2015 Texas,56,48,8,104,1
20151106a,a,1106,2015,Midwest,First Round,3,2015 Notre Dame,14,2015 Northeastern,69,65,4,134,1
20151107a,a,1107,2015,Midwest,First Round,7,2015 Wichita St.,10,2015 Indiana,81,76,5,157,1
20151108a,a,1108,2015,Midwest,First Round,2,2015 Kansas,15,2015 New Mexico St.,75,56,19,131,1
20151201a,a,1201,2015,West,First Round,1,2015 Wisconsin,16,2015 Coastal Carolina,86,72,14,158,1
20151202a,a,1202,2015,West,First Round,8,2015 Oregon,9,2015 Oklahoma St.,79,73,6,152,1
20151203a,a,1203,2015,West,First Round,5,2015 Arkansas,12,2015 Wofford,56,53,3,109,1
20151204a,a,1204,2015,West,First Round,4,2015 North Carolina,13,2015 Harvard,67,65,2,132,1
20151205a,a,1205,2015,West,First Round,6,2015 Xavier,11,2015 Mississippi,76,57,19,133,1
20151206a,a,1206,2015,West,First Round,3,2015 Baylor,14,2015 Georgia St.,56,57,-1,113,0
20151207a,a,1207,2015,West,First Round,7,2015 VCU,10,2015 Ohio St.,72,75,-3,147,0
20151208a,a,1208,2015,West,First Round,2,2015 Arizona,15,2015 Texas Southern,93,72,21,165,1
20151301a,a,1301,2015,East,First Round,1,2015 Villanova,16,2015 Lafayette,93,52,41,145,1
20151302a,a,1302,2015,East,First Round,8,2015 NC St.,9,2015 LSU,66,65,1,131,1
20151303a,a,1303,2015,East,First Round,5,2015 Northern Iowa,12,2015 Wyoming,71,54,17,125,1
20151304a,a,1304,2015,East,First Round,4,2015 Louisville,13,2015 UC Irvine,57,55,2,112,1
20151305a,a,1305,2015,East,First Round,6,2015 Providence,11,2015 Dayton,53,66,-13,119,0
20151306a,a,1306,2015,East,First Round,3,2015 Oklahoma,14,2015 Albany,69,60,9,129,1
20151307a,a,1307,2015,East,First Round,7,2015 Michigan St.,10,2015 Georgia,70,63,7,133,1
20151308a,a,1308,2015,East,First Round,2,2015 Virginia,15,2015 Belmont,79,67,12,146,1
20151401a,a,1401,2015,South,First Round,1,2015 Duke,16,2015 Robert Morris,85,56,29,141,1
20151402a,a,1402,2015,South,First Round,8,2015 San Diego St.,9,2015 St. John's,76,64,12,140,1
20151403a,a,1403,2015,South,First Round,5,2015 Utah,12,2015 Stephen F. Austin,57,50,7,107,1
20151404a,a,1404,2015,South,First Round,4,2015 Georgetown,13,2015 Eastern Washington,84,74,10,158,1
20151405a,a,1405,2015,South,First Round,6,2015 SMU,11,2015 UCLA,59,60,-1,119,0
20151406a,a,1406,2015,South,First Round,3,2015 Iowa St.,14,2015 UAB,59,60,-1,119,0
20151407a,a,1407,2015,South,First Round,7,2015 Iowa,10,2015 Davidson,83,52,31,135,1
20151408a,a,1408,2015,South,First Round,2,2015 Gonzaga,15,2015 North Dakota St.,86,76,10,162,1
20152109a,a,2109,2015,Midwest,Second Round,1,2015 Kentucky,8,2015 Cincinnati,64,51,13,115,1
20152110a,a,2110,2015,Midwest,Second Round,5,2015 West Virginia,4,2015 Maryland,69,59,10,128,1
20152111a,a,2111,2015,Midwest,Second Round,6,2015 Butler,3,2015 Notre Dame,64,67,-3,131,0
20152112a,a,2112,2015,Midwest,Second Round,7,2015 Wichita St.,2,2015 Kansas,78,65,13,143,1
20152209a,a,2209,2015,West,Second Round,1,2015 Wisconsin,8,2015 Oregon,72,65,7,137,1
20152210a,a,2210,2015,West,Second Round,5,2015 Arkansas,4,2015 North Carolina,78,87,-9,165,0
20152211a,a,2211,2015,West,Second Round,6,2015 Xavier,14,2015 Georgia St.,75,67,8,142,1
20152212a,a,2212,2015,West,Second Round,10,2015 Ohio St.,2,2015 Arizona,58,73,-15,131,0
20152309a,a,2309,2015,East,Second Round,1,2015 Villanova,8,2015 NC St.,68,71,-3,139,0
20152310a,a,2310,2015,East,Second Round,5,2015 Northern Iowa,4,2015 Louisville,53,66,-13,119,0
20152311a,a,2311,2015,East,Second Round,11,2015 Dayton,3,2015 Oklahoma,66,72,-6,138,0
20152312a,a,2312,2015,East,Second Round,7,2015 Michigan St.,2,2015 Virginia,60,54,6,114,1
20152409a,a,2409,2015,South,Second Round,1,2015 Duke,8,2015 San Diego St.,68,49,19,117,1
20152410a,a,2410,2015,South,Second Round,5,2015 Utah,4,2015 Georgetown,75,64,11,139,1
20152411a,a,2411,2015,South,Second Round,11,2015 UCLA,14,2015 UAB,92,75,17,167,1
20152412a,a,2412,2015,South,Second Round,7,2015 Iowa,2,2015 Gonzaga,68,87,-19,155,0
20153113a,a,3113,2015,Midwest,Sweet 16,1,2015 Kentucky,5,2015 West Virginia,78,39,39,117,1
20153113a,a,3113,2015,Midwest,Sweet 16,3,2015 Notre Dame,7,2015 Wichita St.,81,70,11,151,1
20153213a,a,3213,2015,West,Sweet 16,1,2015 Wisconsin,4,2015 North Carolina,79,72,7,151,1
20153214a,a,3214,2015,West,Sweet 16,6,2015 Xavier,2,2015 Arizona,60,68,-8,128,0
20153313a,a,3313,2015,East,Sweet 16,8,2015 NC St.,4,2015 Louisville,65,75,-10,140,0
20153314a,a,3314,2015,East,Sweet 16,3,2015 Oklahoma,7,2015 Michigan St.,58,62,-4,120,0
20153413a,a,3413,2015,South,Sweet 16,1,2015 Duke,5,2015 Utah,63,57,6,120,1
20153414a,a,3414,2015,South,Sweet 16,11,2015 UCLA,2,2015 Gonzaga,62,74,-12,136,0
20154115a,a,4115,2015,Midwest,Elite Eight,1,2015 Kentucky,3,2015 Notre Dame,68,66,2,134,1
20154215a,a,4215,2015,West,Elite Eight,1,2015 Wisconsin,2,2015 Arizona,85,78,7,163,1
20154315a,a,4315,2015,East,Elite Eight,4,2015 Louisville,7,2015 Michigan St.,70,76,-6,146,0
20154415a,a,4415,2015,South,Elite Eight,1,2015 Duke,2,2015 Gonzaga,66,52,14,118,1
20155516a,a,5516,2015,Final Four,Final Four,1,2015 Kentucky,1,2015 Wisconsin,64,71,-7,135,0
20155517a,a,5517,2015,Final Four,Final Four,7,2015 Michigan St.,1,2015 Duke,61,81,-20,142,0
20155618a,a,5618,2015,Final Four,Championship,1,2015 Wisconsin,1,2015 Duke,63,68,-5,131,0
20161101a,a,1101,2016,South,First Round,1,2016 Kansas,16,2016 Austin Peay,105,79,26,184,1
20161102a,a,1102,2016,South,First Round,8,2016 Colorado,9,2016 Connecticut,67,74,-7,141,0
20161103a,a,1103,2016,South,First Round,5,2016 Maryland,12,2016 South Dakota St.,79,74,5,153,1
20161104a,a,1104,2016,South,First Round,4,2016 California,13,2016 Hawaii,66,77,-11,143,0
20161105a,a,1105,2016,South,First Round,6,2016 Arizona,11,2016 Wichita St.,55,65,-10,120,0
20161106a,a,1106,2016,South,First Round,3,2016 Miami FL,14,2016 Buffalo,79,72,7,151,1
20161107a,a,1107,2016,South,First Round,7,2016 Iowa,10,2016 Temple,72,70,2,142,1
20161108a,a,1108,2016,South,First Round,2,2016 Villanova,15,2016 UNC Asheville,86,56,30,142,1
20161201a,a,1201,2016,West,First Round,1,2016 Oregon,16,2016 Holy Cross,91,52,39,143,1
20161202a,a,1202,2016,West,First Round,8,2016 Saint Joseph's,9,2016 Cincinnati,78,76,2,154,1
20161203a,a,1203,2016,West,First Round,5,2016 Baylor,12,2016 Yale,75,79,-4,154,0
20161204a,a,1204,2016,West,First Round,4,2016 Duke,13,2016 UNC Wilmington,93,85,8,178,1
20161205a,a,1205,2016,West,First Round,6,2016 Texas,11,2016 Northern Iowa,72,75,-3,147,0
20161206a,a,1206,2016,West,First Round,3,2016 Texas A&M,14,2016 Green Bay,92,65,27,157,1
20161207a,a,1207,2016,West,First Round,7,2016 Oregon St.,10,2016 VCU,67,75,-8,142,0
20161208a,a,1208,2016,West,First Round,2,2016 Oklahoma,15,2016 Cal St. Bakersfield,82,68,14,150,1
20161301a,a,1301,2016,East,First Round,1,2016 North Carolina,16,2016 Florida Gulf Coast,83,67,16,150,1
20161302a,a,1302,2016,East,First Round,8,2016 USC,9,2016 Providence,69,70,-1,139,0
20161303a,a,1303,2016,East,First Round,5,2016 Indiana,12,2016 Chattanooga,99,74,25,173,1
20161304a,a,1304,2016,East,First Round,4,2016 Kentucky,13,2016 Stony Brook,85,57,28,142,1
20161305a,a,1305,2016,East,First Round,6,2016 Notre Dame,11,2016 Michigan,70,63,7,133,1
20161306a,a,1306,2016,East,First Round,3,2016 West Virginia,14,2016 Stephen F. Austin,56,70,-14,126,0
20161307a,a,1307,2016,East,First Round,7,2016 Wisconsin,10,2016 Pittsburgh,47,43,4,90,1
20161308a,a,1308,2016,East,First Round,2,2016 Xavier,15,2016 Weber St.,71,53,18,124,1
20161401a,a,1401,2016,Midwest,First Round,1,2016 Virginia,16,2016 Hampton,81,45,36,126,1
20161402a,a,1402,2016,Midwest,First Round,8,2016 Texas Tech,9,2016 Butler,61,71,-10,132,0
20161403a,a,1403,2016,Midwest,First Round,5,2016 Purdue,12,2016 Little Rock,83,85,-2,168,0
20161404a,a,1404,2016,Midwest,First Round,4,2016 Iowa St.,13,2016 Iona,94,81,13,175,1
20161405a,a,1405,2016,Midwest,First Round,6,2016 Seton Hall,11,2016 Gonzaga,52,68,-16,120,0
20161406a,a,1406,2016,Midwest,First Round,3,2016 Utah,14,2016 Fresno St.,80,69,11,149,1
20161407a,a,1407,2016,Midwest,First Round,7,2016 Dayton,10,2016 Syracuse,51,70,-19,121,0
20161408a,a,1408,2016,Midwest,First Round,2,2016 Michigan St.,15,2016 Middle Tennessee,81,90,-9,171,0
20162109a,a,2109,2016,South,Second Round,1,2016 Kansas,9,2016 Connecticut,73,61,12,134,1
20162110a,a,2110,2016,South,Second Round,5,2016 Maryland,13,2016 Hawaii,73,60,13,133,1
20162111a,a,2111,2016,South,Second Round,11,2016 Wichita St.,3,2016 Miami FL,57,65,-8,122,0
20162112a,a,2112,2016,South,Second Round,7,2016 Iowa,2,2016 Villanova,68,87,-19,155,0
20162209a,a,2209,2016,West,Second Round,1,2016 Oregon,8,2016 Saint Joseph's,69,64,5,133,1
20162210a,a,2210,2016,West,Second Round,12,2016 Yale,4,2016 Duke,64,71,-7,135,0
20162211a,a,2211,2016,West,Second Round,11,2016 Northern Iowa,3,2016 Texas A&M,88,92,-4,180,0
20162212a,a,2212,2016,West,Second Round,10,2016 VCU,2,2016 Oklahoma,81,85,-4,166,0
20162309a,a,2309,2016,East,Second Round,1,2016 North Carolina,9,2016 Providence,85,66,19,151,1
20162310a,a,2310,2016,East,Second Round,5,2016 Indiana,4,2016 Kentucky,73,67,6,140,1
20162311a,a,2311,2016,East,Second Round,6,2016 Notre Dame,14,2016 Stephen F. Austin,76,75,1,151,1
20162312a,a,2312,2016,East,Second Round,7,2016 Wisconsin,2,2016 Xavier,66,63,3,129,1
20162409a,a,2409,2016,Midwest,Second Round,1,2016 Virginia,9,2016 Butler,77,69,8,146,1
20162410a,a,2410,2016,Midwest,Second Round,12,2016 Little Rock,4,2016 Iowa St.,61,78,-17,139,0
20162411a,a,2411,2016,Midwest,Second Round,11,2016 Gonzaga,3,2016 Utah,82,59,23,141,1
20162412a,a,2412,2016,Midwest,Second Round,10,2016 Syracuse,15,2016 Middle Tennessee,75,50,25,125,1
20163113a,a,3113,2016,South,Sweet 16,1,2016 Kansas,5,2016 Maryland,79,63,16,142,1
20163113a,a,3113,2016,South,Sweet 16,3,2016 Miami FL,2,2016 Villanova,69,92,-23,161,0
20163213a,a,3213,2016,West,Sweet 16,1,2016 Oregon,4,2016 Duke,82,68,14,150,1
20163214a,a,3214,2016,West,Sweet 16,3,2016 Texas A&M,2,2016 Oklahoma,63,77,-14,140,0
20163313a,a,3313,2016,East,Sweet 16,1,2016 North Carolina,5,2016 Indiana,101,86,15,187,1
20163314a,a,3314,2016,East,Sweet 16,6,2016 Notre Dame,7,2016 Wisconsin,61,56,5,117,1
20163413a,a,3413,2016,Midwest,Sweet 16,1,2016 Virginia,4,2016 Iowa St.,84,71,13,155,1
20163414a,a,3414,2016,Midwest,Sweet 16,11,2016 Gonzaga,10,2016 Syracuse,60,63,-3,123,0
20164115a,a,4115,2016,South,Elite Eight,1,2016 Kansas,2,2016 Villanova,59,64,-5,123,0
20164215a,a,4215,2016,West,Elite Eight,1,2016 Oregon,2,2016 Oklahoma,68,80,-12,148,0
20164315a,a,4315,2016,East,Elite Eight,1,2016 North Carolina,6,2016 Notre Dame,88,74,14,162,1
20164415a,a,4415,2016,Midwest,Elite Eight,1,2016 Virginia,10,2016 Syracuse,62,68,-6,130,0
20165516a,a,5516,2016,Final Four,Final Four,2,2016 Villanova,2,2016 Oklahoma,95,51,44,146,1
20165517a,a,5517,2016,Final Four,Final Four,1,2016 North Carolina,10,2016 Syracuse,83,66,17,149,1
20165618a,a,5618,2016,Final Four,Championship,2,2016 Villanova,1,2016 North Carolina,77,74,3,151,1
20171101a,a,1101,2017,East,First Round,1,2017 Villanova,16,2017 Mount St. Mary's,76,56,20,132,1
20171102a,a,1102,2017,East,First Round,8,2017 Wisconsin,9,2017 Virginia Tech,84,74,10,158,1
20171103a,a,1103,2017,East,First Round,5,2017 Virginia,12,2017 UNC Wilmington,76,71,5,147,1
20171104a,a,1104,2017,East,First Round,4,2017 Florida,13,2017 East Tennessee St.,80,65,15,145,1
20171105a,a,1105,2017,East,First Round,6,2017 SMU,11,2017 USC,65,66,-1,131,0
20171106a,a,1106,2017,East,First Round,3,2017 Baylor,14,2017 New Mexico St.,91,73,18,164,1
20171107a,a,1107,2017,East,First Round,7,2017 South Carolina,10,2017 Marquette,93,73,20,166,1
20171108a,a,1108,2017,East,First Round,2,2017 Duke,15,2017 Troy,87,65,22,152,1
20171201a,a,1201,2017,West,First Round,1,2017 Gonzaga,16,2017 South Dakota St.,66,46,20,112,1
20171202a,a,1202,2017,West,First Round,8,2017 Northwestern,9,2017 Vanderbilt,68,66,2,134,1
20171203a,a,1203,2017,West,First Round,5,2017 Notre Dame,12,2017 Princeton,60,58,2,118,1
20171204a,a,1204,2017,West,First Round,4,2017 West Virginia,13,2017 Bucknell,86,80,6,166,1
20171205a,a,1205,2017,West,First Round,6,2017 Maryland,11,2017 Xavier,65,76,-11,141,0
20171206a,a,1206,2017,West,First Round,3,2017 Florida St.,14,2017 Florida Gulf Coast,86,80,6,166,1
20171207a,a,1207,2017,West,First Round,7,2017 Saint Mary's,10,2017 VCU,85,77,8,162,1
20171208a,a,1208,2017,West,First Round,2,2017 Arizona,15,2017 North Dakota,100,82,18,182,1
20171301a,a,1301,2017,Midwest,First Round,1,2017 Kansas,16,2017 UC Davis,100,62,38,162,1
20171302a,a,1302,2017,Midwest,First Round,8,2017 Miami FL,9,2017 Michigan St.,58,78,-20,136,0
20171303a,a,1303,2017,Midwest,First Round,5,2017 Iowa St.,12,2017 Nevada,84,73,11,157,1
20171304a,a,1304,2017,Midwest,First Round,4,2017 Purdue,13,2017 Vermont,80,70,10,150,1
20171305a,a,1305,2017,Midwest,First Round,6,2017 Creighton,11,2017 Rhode Island,72,84,-12,156,0
20171306a,a,1306,2017,Midwest,First Round,3,2017 Oregon,14,2017 Iona,93,77,16,170,1
20171307a,a,1307,2017,Midwest,First Round,7,2017 Michigan,10,2017 Oklahoma St.,92,91,1,183,1
20171308a,a,1308,2017,Midwest,First Round,2,2017 Louisville,15,2017 Jacksonville St.,78,63,15,141,1
20171401a,a,1401,2017,South,First Round,1,2017 North Carolina,16,2017 Texas Southern,103,64,39,167,1
20171402a,a,1402,2017,South,First Round,8,2017 Arkansas,9,2017 Seton Hall,77,71,6,148,1
20171403a,a,1403,2017,South,First Round,5,2017 Minnesota,12,2017 Middle Tennessee,72,81,-9,153,0
20171404a,a,1404,2017,South,First Round,4,2017 Butler,13,2017 Winthrop,76,64,12,140,1
